11-15 01:41:57, 7.010, 229.0, 22.09, 1013.47891918
11-15 01:42:30, 7.010, 229.0, 22.1, 1013.52296853
11-15 01:43:02, 7.013, 229.0, 22.09, 1013.59826593
11-15 01:43:34, 7.012, 228.9, 22.1, 1013.56262018
11-15 01:44:06, 7.011, 229.0, 22.11, 1013.51384337
11-15 01:44:38, 7.013, 228.9, 22.07, 1013.50681801
11-15 01:45:11, 7.010, 228.9, 22.06, 1013.4941468
11-15 01:45:43, 7.013, 228.9, 22.04, 1013.48607066
11-15 01:46:15, 7.010, 229.1, 22.03, 1013.49125356
11-15 01:46:47, 7.010, 229.0, 22.04, 1013.55282615
11-15 01:47:19, 7.014, 229.1, 22.04, 1013.66317039
11-15 01:47:51, 7.009, 229.1, 22.03, 1013.51350498
11-15 01:48:24, 7.012, 229.1, 22.0, 1013.5060124
11-15 01:48:56, 7.011, 228.9, 22.03, 1013.57980177
11-15 01:49:28, 7.013, 229.0, 22.02, 1013.48744374
11-15 01:50:00, 7.011, 228.9, 22.03, 1013.50923762
11-15 01:50:32, 7.012, 228.9, 22.03, 1013.45620049
11-15 01:51:05, 7.011, 228.8, 22.03, 1013.51350498
11-15 01:51:37, 7.014, 228.9, 22.04, 1013.51731495
11-15 01:52:09, 7.010, 228.9, 22.05, 1013.54764417
11-15 01:52:41, 7.010, 228.9, 22.03, 1013.54429116
11-15 01:53:13, 7.014, 228.9, 22.02, 1013.55373968
11-15 01:53:46, 7.015, 228.8, 22.04, 1013.47753628
11-15 01:54:18, 7.012, 228.7, 22.02, 1013.50542732
11-15 01:54:50, 7.012, 229.0, 22.04, 1013.60586426
11-15 01:55:22, 7.013, 228.7, 22.04, 1013.552369
11-15 01:55:54, 7.014, 228.8, 22.05, 1013.64046278
11-15 01:56:26, 7.010, 228.8, 22.05, 1013.56090396
11-15 01:56:59, 7.012, 228.9, 22.11, 1013.64645372
11-15 01:57:31, 7.011, 228.8, 22.06, 1013.55998878
11-15 01:58:03, 7.013, 229.0, 22.1, 1013.60680087
11-15 01:58:35, 7.012, 228.8, 22.08, 1013.59445669
11-15 01:59:07, 7.011, 228.9, 22.09, 1013.67783062
11-15 01:59:40, 7.013, 228.8, 22.09, 1013.66502728
11-15 02:00:12, 7.014, 228.9, 22.06, 1013.66606981
11-15 02:00:44, 7.012, 229.0, 22.04, 1013.65844658
11-15 02:01:16, 7.014, 229.0, 22.04, 1013.68968962
11-15 02:01:48, 7.014, 229.0, 22.02, 1013.70431395
11-15 02:02:21, 7.017, 228.8, 22.01, 1013.62948245
11-15 02:02:53, 7.019, 229.0, 22.0, 1013.70489416
11-15 02:03:25, 7.020, 229.0, 21.99, 1013.7493925
11-15 02:03:57, 7.018, 229.0, 21.97, 1013.65367551
11-15 02:04:29, 7.017, 229.0, 21.96, 1013.71615059
11-15 02:05:01, 7.020, 229.0, 21.93, 1013.75301085
11-15 02:05:34, 7.018, 228.8, 21.92, 1013.74065578
11-15 02:06:06, 7.020, 228.8, 21.91, 1013.70560433
11-15 02:06:38, 7.016, 229.0, 21.92, 1013.72739866
11-15 02:07:10, 7.016, 229.0, 21.9, 1013.66640785
11-15 02:07:42, 7.020, 228.6, 21.9, 1013.79897466
11-15 02:08:15, 7.018, 228.9, 21.9, 1013.78144897
11-15 02:08:47, 7.017, 229.1, 21.86, 1013.87648523
11-15 02:09:19, 7.016, 228.9, 21.85, 1013.89917416
11-15 02:09:51, 7.019, 228.6, 21.85, 1013.80638462
11-15 02:10:23, 7.022, 228.8, 21.83, 1013.76751381
11-15 02:10:56, 7.019, 228.5, 21.85, 1013.82390959
11-15 02:11:28, 7.020, 228.8, 21.86, 1013.78369423
11-15 02:12:00, 7.020, 228.8, 21.85, 1013.70460851
11-15 02:12:32, 7.021, 228.8, 21.83, 1013.77649989
11-15 02:13:04, 7.021, 228.8, 21.81, 1013.7731253
11-15 02:13:36, 7.020, 228.8, 21.82, 1013.78166386
11-15 02:14:09, 7.020, 228.7, 21.8, 1013.76470523
11-15 02:14:41, 7.022, 228.9, 21.81, 1013.8570418
11-15 02:15:13, 7.023, 228.9, 21.8, 1013.79975325
11-15 02:15:45, 7.019, 228.9, 21.79, 1013.76088253
11-15 02:16:17, 7.021, 228.9, 21.79, 1013.78312189
11-15 02:16:50, 7.024, 228.6, 21.74, 1013.72379644
11-15 02:17:22, 7.021, 228.8, 21.74, 1013.76355669
11-15 02:17:54, 7.024, 228.5, 21.73, 1013.77298518
11-15 02:18:26, 7.022, 228.9, 21.71, 1013.75175318
11-15 02:18:58, 7.023, 228.8, 21.7, 1013.69918671
11-15 02:19:31, 7.024, 228.9, 21.73, 1013.75119294
11-15 02:20:03, 7.021, 228.9, 21.69, 1013.79284116
11-15 02:20:35, 7.023, 228.9, 21.68, 1013.80653602
11-15 02:21:07, 7.021, 228.9, 21.69, 1013.76206685
11-15 02:21:39, 7.021, 228.8, 21.68, 1013.75824012
11-15 02:22:11, 7.022, 228.9, 21.68, 1013.70478844
11-15 02:22:44, 7.023, 228.7, 21.65, 1013.66724986
11-15 02:23:16, 7.024, 228.8, 21.63, 1013.6416332
11-15 02:23:48, 7.024, 228.9, 21.65, 1013.68050122
11-15 02:24:20, 7.025, 228.6, 21.63, 1013.74764153
11-15 02:24:52, 7.023, 228.9, 21.63, 1013.64590262
11-15 02:25:25, 7.024, 228.9, 21.64, 1013.74719993
11-15 02:25:57, 7.024, 228.8, 21.61, 1013.7571763
11-15 02:26:29, 7.023, 228.8, 21.61, 1013.7353858
11-15 02:27:01, 7.023, 228.7, 21.59, 1013.7319971
11-15 02:27:33, 7.026, 228.8, 21.59, 1013.78072774
11-15 02:28:06, 7.024, 228.6, 21.59, 1013.8337284
11-15 02:28:38, 7.022, 229.0, 21.56, 1013.83548248
11-15 02:29:10, 7.024, 228.8, 21.53, 1013.79277781
11-15 02:29:42, 7.022, 228.7, 21.54, 1013.79661038
11-15 02:30:14, 7.025, 228.7, 21.56, 1013.73375643
11-15 02:30:46, 7.024, 228.7, 21.55, 1013.7919019
11-15 02:31:19, 7.025, 228.8, 21.55, 1013.79146356
11-15 02:31:51, 7.025, 228.7, 21.55, 1013.75171519
11-15 02:32:23, 7.022, 228.8, 21.54, 1013.78336119
11-15 02:32:55, 7.027, 228.9, 21.54, 1013.80985958
11-15 02:33:27, 7.026, 228.8, 21.55, 1013.7654033
11-15 02:34:00, 7.024, 228.8, 21.54, 1013.78806959
11-15 02:34:32, 7.024, 229.0, 21.58, 1013.84314685
11-15 02:35:04, 7.022, 228.8, 21.58, 1013.76320748
11-15 02:35:36, 7.021, 228.9, 21.6, 1013.76659742
11-15 02:36:08, 7.019, 229.1, 21.67, 1013.82067218
11-15 02:36:41, 7.015, 228.9, 21.69, 1013.79711099
11-15 02:37:13, 7.016, 229.0, 21.75, 1013.7190816
11-15 02:37:45, 7.016, 229.0, 21.79, 1013.7518974
11-15 02:38:17, 7.016, 228.9, 21.86, 1013.78324569
11-15 02:38:49, 7.015, 228.9, 21.87, 1013.75201561
11-15 02:39:21, 7.016, 228.9, 21.86, 1013.77897658
11-15 02:39:54, 7.017, 229.0, 21.86, 1013.70415926
11-15 02:40:26, 7.016, 229.0, 21.89, 1013.63180907
11-15 02:40:58, 7.016, 228.9, 21.93, 1013.74874213
11-15 02:41:30, 7.017, 228.9, 21.95, 1013.73412938
11-15 02:42:02, 7.017, 229.1, 21.95, 1013.83592342
11-15 02:42:35, 7.019, 228.8, 21.93, 1013.85907051
11-15 02:43:07, 7.020, 228.8, 21.94, 1013.75682813
11-15 02:43:39, 7.017, 228.7, 21.97, 1013.7862573
11-15 02:44:11, 7.018, 229.0, 21.94, 1013.77008579
11-15 02:44:43, 7.017, 229.0, 21.95, 1013.84064318
11-15 02:45:15, 7.021, 228.9, 21.95, 1013.82266558
11-15 02:45:48, 7.020, 228.9, 21.94, 1013.75255944
11-15 02:46:20, 7.021, 228.8, 21.9, 1013.64843134
11-15 02:46:52, 7.018, 228.9, 21.92, 1013.77570771
11-15 02:47:24, 7.021, 228.9, 21.92, 1013.70987294
11-15 02:47:56, 7.021, 228.9, 21.92, 1013.78042714
11-15 02:48:29, 7.021, 228.9, 21.89, 1013.75066682
11-15 02:49:01, 7.017, 229.0, 21.86, 1013.84525637
11-15 02:49:33, 7.021, 228.9, 21.89, 1013.76437309
11-15 02:50:05, 7.020, 229.0, 21.9, 1013.77246126
11-15 02:50:37, 7.021, 228.9, 21.91, 1013.73224071
11-15 02:51:10, 7.022, 228.9, 21.9, 1013.74167906
11-15 02:51:42, 7.019, 229.1, 21.81, 1013.7244941
11-15 02:52:14, 7.023, 228.9, 21.75, 1013.74985805
11-15 02:52:46, 7.022, 228.7, 21.67, 1013.81596031
11-15 02:53:18, 7.023, 228.9, 21.65, 1013.87029096
11-15 02:53:50, 7.024, 228.9, 21.64, 1013.83995857
11-15 02:54:23, 7.025, 228.8, 21.6, 1013.85081
11-15 02:54:55, 7.024, 229.0, 21.56, 1013.83504434
11-15 02:55:27, 7.027, 228.8, 21.56, 1013.7422966
11-15 02:55:59, 7.027, 228.9, 21.52, 1013.75784858
11-15 02:56:31, 7.024, 228.9, 21.5, 1013.91343331
11-15 02:57:04, 7.026, 228.9, 21.5, 1013.76770143
11-15 02:57:36, 7.026, 228.9, 21.47, 1013.73868161
11-15 02:58:08, 7.027, 229.0, 21.47, 1013.82714426
11-15 02:58:40, 7.026, 228.8, 21.43, 1013.84683459
11-15 02:59:12, 7.026, 228.7, 21.45, 1013.8412613
11-15 02:59:45, 7.026, 228.7, 21.43, 1013.78914191
11-15 03:00:17, 7.026, 228.8, 21.43, 1013.83358774
11-15 03:00:49, 7.029, 228.9, 21.41, 1013.83883083
11-15 03:01:21, 7.026, 228.9, 21.41, 1013.67987407
11-15 03:01:53, 7.024, 228.9, 21.38, 1013.83158684
11-15 03:02:26, 7.026, 228.7, 21.4, 1013.8439678
11-15 03:02:58, 7.024, 228.9, 21.39, 1013.84012918
11-15 03:03:30, 7.026, 228.7, 21.38, 1013.84953599
11-15 03:04:02, 7.026, 228.8, 21.35, 1013.78033347
11-15 03:04:34, 7.028, 228.9, 21.34, 1013.83417635
11-15 03:05:06, 7.025, 228.8, 21.32, 1013.75524174
11-15 03:05:39, 7.028, 228.8, 21.33, 1013.72394663
11-15 03:06:11, 7.027, 228.9, 21.3, 1013.7915651
11-15 03:06:43, 7.029, 228.8, 21.28, 1013.85437272
11-15 21:19:34, 7.026, 228.9, 21.27, 1013.80652764
11-15 21:20:06, 7.028, 229.0, 19.26, 1015.02487781
11-15 21:20:38, 7.027, 229.1, 19.27, 1015.0027586
11-15 21:21:10, 7.028, 229.0, 19.25, 1015.09586676
11-15 21:21:42, 7.029, 228.7, 19.26, 1014.9149812
11-15 21:22:15, 7.031, 228.8, 19.24, 1015.00380608
11-15 21:22:47, 7.028, 228.9, 19.24, 1014.80578863
11-15 21:23:19, 7.028, 228.9, 19.24, 1014.88499549
11-15 21:23:51, 7.029, 228.9, 19.24, 1014.95991854
11-15 21:24:23, 7.030, 228.8, 19.24, 1014.95991854
11-15 21:24:56, 7.029, 228.9, 19.24, 1014.95135063
11-15 21:25:28, 7.027, 228.8, 19.23, 1014.98238549
11-15 21:26:00, 7.029, 229.0, 19.23, 1014.97381732
11-15 21:26:32, 7.030, 228.8, 19.21, 1014.89959491
11-15 21:27:04, 7.029, 229.0, 19.23, 1014.96061651
11-15 21:27:37, 7.030, 228.9, 19.22, 1014.75867266
11-15 21:28:09, 7.027, 229.0, 19.21, 1014.86034278
11-15 21:28:41, 7.028, 228.9, 19.21, 1014.85142607
11-15 21:29:13, 7.027, 228.8, 19.21, 1014.82039186
11-15 21:29:45, 7.029, 228.6, 19.2, 1014.8425293
11-15 21:30:18, 7.029, 228.9, 19.22, 1014.82895886
11-15 21:30:50, 7.028, 228.9, 19.2, 1014.8207619
11-15 21:31:22, 7.028, 228.9, 19.2, 1014.88247899
11-15 21:31:54, 7.028, 229.0, 19.21, 1014.86034278
11-15 21:32:26, 7.027, 229.0, 19.21, 1014.74153983
11-15 21:32:58, 7.025, 228.9, 19.21, 1014.7897075
11-15 21:33:31, 7.025, 228.9, 19.2, 1014.79436157
11-15 21:34:03, 7.027, 228.9, 19.2, 1014.85572959
11-15 21:34:35, 7.027, 228.9, 19.19, 1014.75511131
11-15 21:35:07, 7.025, 228.8, 19.2, 1014.7194438
11-15 21:35:39, 7.025, 228.9, 19.2, 1014.76796126
11-15 21:36:12, 7.026, 228.9, 19.19, 1014.71122822
11-15 21:36:44, 7.024, 229.0, 19.21, 1014.77222376
11-15 21:37:16, 7.028, 228.7, 19.19, 1014.73762807
11-15 21:37:48, 7.028, 228.6, 19.2, 1014.74584419
11-15 21:38:20, 7.028, 228.8, 19.2, 1014.63167717
11-15 21:38:53, 7.026, 228.7, 19.21, 1014.66233806
11-15 21:39:25, 7.027, 228.9, 19.2, 1014.65807729
11-15 21:39:57, 7.028, 229.0, 19.21, 1014.68873863
11-15 21:40:29, 7.028, 228.6, 19.21, 1014.73262267
11-15 21:41:01, 7.028, 229.0, 19.2, 1014.73264399
11-15 21:41:33, 7.024, 228.8, 19.2, 1014.64452553
11-15 21:42:06, 7.027, 228.7, 19.22, 1014.63986809
11-15 21:42:38, 7.028, 228.7, 19.22, 1014.70123599
11-15 21:43:10, 7.027, 228.9, 19.23, 1014.61739697
11-15 21:43:42, 7.028, 228.7, 19.23, 1014.62167957
11-15 21:44:14, 7.027, 228.9, 19.22, 1014.745121
11-15 21:44:47, 7.025, 229.1, 19.24, 1014.79293872
11-15 21:45:19, 7.027, 228.8, 19.23, 1014.6523638
11-15 21:45:51, 7.026, 229.0, 19.24, 1014.53748465
11-15 21:46:23, 7.024, 228.8, 19.24, 1014.63881007
11-15 21:46:55, 7.024, 229.0, 19.24, 1014.57708764
11-15 21:47:28, 7.026, 228.8, 19.24, 1014.6256091
11-15 21:48:00, 7.024, 228.9, 19.24, 1014.65201104
11-15 21:48:32, 7.029, 229.0, 19.25, 1014.65165802
11-15 21:49:04, 7.026, 229.3, 19.24, 1014.55960432
11-15 21:49:36, 7.026, 228.9, 19.23, 1014.63488032
11-15 21:50:08, 7.027, 229.0, 19.23, 1014.4058308
11-15 21:50:41, 7.026, 229.1, 19.23, 1014.55103972
11-15 21:51:13, 7.027, 229.0, 19.23, 1014.48967228
11-15 21:51:45, 7.026, 229.2, 19.23, 1014.61704394
11-15 21:52:17, 7.027, 228.8, 19.25, 1014.59885352
11-15 21:52:49, 7.026, 229.0, 19.23, 1014.5777949
11-15 21:53:22, 7.025, 228.8, 19.23, 1014.50715511
11-15 21:53:54, 7.027, 228.8, 19.22, 1014.52962835
11-15 21:54:26, 7.027, 228.9, 19.23, 1014.48539023
11-15 21:54:58, 7.025, 229.0, 19.22, 1014.52106386
11-15 21:55:30, 7.025, 228.8, 19.21, 1014.50393497
11-15 21:56:03, 7.024, 228.8, 19.21, 1014.49929906
11-15 21:56:35, 7.027, 228.9, 19.22, 1014.46826209
11-15 21:57:07, 7.026, 228.8, 19.21, 1014.37193288
11-15 21:57:39, 7.024, 228.8, 19.21, 1014.60061929
11-15 21:58:11, 7.027, 228.9, 19.2, 1014.380522
11-15 21:58:43, 7.027, 228.9, 19.19, 1014.42974887
11-15 21:59:16, 7.027, 228.8, 19.19, 1014.42939488
11-15 21:59:48, 7.027, 228.9, 19.19, 1014.41654909
11-15 22:00:20, 7.026, 229.0, 19.19, 1014.42974887
11-15 22:00:52, 7.026, 229.0, 19.19, 1014.54854702
11-15 22:01:24, 7.026, 228.9, 19.18, 1014.54461681
11-15 22:01:57, 7.027, 229.1, 19.18, 1014.58421563
11-15 22:02:29, 7.026, 229.0, 19.16, 1014.47468944
11-15 22:03:01, 7.026, 228.9, 19.18, 1014.49146555
11-15 22:03:33, 7.025, 229.3, 19.17, 1014.41297465
11-15 22:04:05, 7.026, 229.0, 19.17, 1014.39085773
11-15 22:04:38, 7.023, 229.0, 19.18, 1014.32022425
11-15 22:05:10, 7.026, 228.8, 19.15, 1014.36516667
11-15 22:05:42, 7.024, 228.9, 19.16, 1014.29025356
11-15 22:06:14, 7.025, 229.0, 19.16, 1014.35161362
11-15 22:06:46, 7.025, 228.9, 19.16, 1014.32949672
11-15 22:07:19, 7.026, 229.1, 19.15, 1014.31237025
11-15 22:07:51, 7.027, 228.9, 19.16, 1014.30345271
11-15 22:08:23, 7.026, 229.1, 19.16, 1014.36944849
11-15 22:08:55, 7.027, 228.8, 19.14, 1014.34803946
11-15 22:09:27, 7.027, 229.0, 19.16, 1014.34305016
11-15 22:09:59, 7.027, 228.9, 19.15, 1014.2774091
11-15 22:10:32, 7.027, 228.8, 19.15, 1014.30380707
11-15 22:11:04, 7.027, 228.8, 19.16, 1014.34733189
11-15 22:11:36, 7.026, 228.9, 19.15, 1014.29060808
11-15 22:12:08, 7.027, 229.0, 19.16, 1014.32093347
11-15 22:12:40, 7.028, 228.9, 19.16, 1014.28133587
11-15 22:13:13, 7.026, 228.7, 19.16, 1014.28561732
11-15 22:13:45, 7.027, 228.6, 19.18, 1014.32022425
11-15 22:14:17, 7.024, 228.7, 19.16, 1014.32521509
11-15 22:14:49, 7.024, 228.8, 19.16, 1014.32949672
11-15 22:15:21, 7.025, 228.6, 19.16, 1014.27669949
11-15 22:15:54, 7.026, 228.8, 19.17, 1014.17966721
11-15 22:16:26, 7.025, 228.7, 19.16, 1014.23745703
11-15 22:16:58, 7.024, 228.7, 19.17, 1014.26778156
11-15 22:17:30, 7.025, 228.8, 19.18, 1014.30702473
11-15 22:18:02, 7.025, 229.0, 19.18, 1014.35090498
11-15 22:18:34, 7.025, 228.9, 19.18, 1014.17039206
11-15 22:19:07, 7.027, 228.9, 19.19, 1014.12615517
11-15 22:19:39, 7.027, 228.8, 19.18, 1014.24530841
11-15 22:20:11, 7.027, 229.1, 19.18, 1014.16147334
11-15 22:20:43, 7.025, 228.9, 19.19, 1014.29775133
11-15 22:21:15, 7.025, 228.8, 19.19, 1013.91496089
11-15 22:21:48, 7.023, 228.9, 19.18, 1014.17931068
11-15 22:22:20, 7.024, 229.0, 19.18, 1014.16611115
11-15 22:22:52, 7.025, 228.8, 19.19, 1014.28883297
11-15 22:23:24, 7.024, 228.9, 19.18, 1013.96347931
11-15 22:23:56, 7.024, 228.7, 19.18, 1014.1397121
11-15 22:24:29, 7.026, 228.8, 19.18, 1014.08691405
11-15 22:25:01, 7.023, 229.0, 19.18, 1014.13543131
11-15 22:25:33, 7.023, 228.7, 19.17, 1014.21926535
11-15 22:26:05, 7.023, 229.0, 19.17, 1014.03875475
11-15 22:26:37, 7.025, 228.7, 19.16, 1013.98631597
11-15 22:27:09, 7.025, 228.9, 19.15, 1014.21569547
11-15 22:27:42, 7.027, 228.8, 19.17, 1014.14006911
11-15 22:28:14, 7.026, 228.8, 19.18, 1014.02983572
11-15 22:28:46, 7.025, 228.9, 19.16, 1014.14470672
11-15 22:29:18, 7.027, 229.0, 19.17, 1014.15754936
11-15 22:29:50, 7.026, 228.8, 19.16, 1014.09226691
11-15 22:30:23, 7.026, 228.8, 19.16, 1014.15790598
11-15 22:30:55, 7.026, 228.7, 19.15, 1014.12758333
11-15 22:31:27, 7.026, 228.9, 19.15, 1014.04838919
11-15 22:31:59, 7.029, 228.8, 19.15, 1014.06622601
11-15 22:32:31, 7.026, 228.8, 19.15, 1014.12758333
11-15 22:33:04, 7.027, 228.6, 19.13, 1014.11545327
11-15 22:33:36, 7.029, 228.6, 19.14, 1014.06230238
11-15 22:34:08, 7.029, 228.8, 19.13, 1014.11973414
11-15 22:34:40, 7.026, 228.8, 19.14, 1014.07550108
11-15 22:35:12, 7.028, 228.9, 19.13, 1014.05837845
11-15 22:35:44, 7.025, 228.7, 19.12, 1013.99738076
11-15 22:36:17, 7.026, 228.7, 19.12, 1013.97062705
11-15 22:36:49, 7.026, 228.7, 19.13, 1013.99238611
11-15 22:37:21, 7.025, 228.6, 19.13, 1013.95279076
11-15 22:37:53, 7.025, 228.6, 19.12, 1013.99702375
11-15 22:38:25, 7.027, 228.7, 19.12, 1013.93138986
11-15 22:38:58, 7.026, 228.8, 19.11, 1014.05909107
11-15 22:39:30, 7.027, 228.8, 19.11, 1014.00629847
11-15 22:40:02, 7.028, 228.9, 19.12, 1014.0016612
11-15 22:40:34, 7.026, 228.8, 19.1, 1014.01524319
11-15 22:41:06, 7.025, 228.8, 19.11, 1013.9535339
11-15 22:41:38, 7.025, 228.7, 19.1, 1013.86150637
11-15 22:42:11, 7.027, 228.7, 19.1, 1013.94069307
11-15 22:42:43, 7.028, 228.9, 19.09, 1013.93213255
11-15 22:43:15, 7.027, 229.0, 19.1, 1013.88790192
11-15 22:43:47, 7.027, 228.9, 19.1, 1013.79551758
11-15 22:44:19, 7.026, 228.7, 19.09, 1013.8090738
11-15 22:44:52, 7.027, 228.9, 19.1, 1013.79123792
11-15 22:45:24, 7.027, 228.8, 19.09, 1013.78695827
11-15 22:45:56, 7.029, 228.8, 19.09, 1013.7430859
11-15 22:46:28, 7.025, 228.8, 19.09, 1013.73416775
11-15 22:47:00, 7.030, 228.8, 19.1, 1013.81727478
11-15 22:47:33, 7.028, 229.0, 19.1, 1013.71205184
11-15 22:48:05, 7.029, 229.0, 19.1, 1013.78659945
11-15 22:48:37, 7.028, 228.9, 19.1, 1013.82619286
11-15 22:49:09, 7.028, 229.0, 19.11, 1013.82152492
11-15 22:49:41, 7.029, 229.1, 19.11, 1013.84795036
11-15 22:50:13, 7.030, 229.0, 19.1, 1013.72488985
11-15 22:50:46, 7.026, 228.9, 19.12, 1013.83900277
11-15 22:51:18, 7.027, 228.8, 19.12, 1013.79476937
11-15 22:51:50, 7.028, 229.0, 19.12, 1013.79048981
11-15 22:52:22, 7.026, 228.8, 19.11, 1013.73377775
11-15 22:52:54, 7.027, 228.9, 19.12, 1013.80796761
11-15 22:53:27, 7.025, 228.9, 19.11, 1013.7159404
11-15 22:53:59, 7.025, 228.7, 19.13, 1013.71521946
11-15 22:54:31, 7.026, 228.9, 19.12, 1013.79048981
11-15 22:55:03, 7.026, 229.1, 19.13, 1013.61391144
11-15 22:55:35, 7.025, 228.9, 19.13, 1013.59643433
11-15 22:56:07, 7.027, 228.9, 19.12, 1013.62319271
11-15 22:56:40, 7.024, 229.0, 19.13, 1013.54791955
11-15 22:57:12, 7.025, 229.0, 19.13, 1013.5261643
11-15 22:57:44, 7.025, 229.0, 19.13, 1013.57003768
11-15 22:58:16, 7.026, 228.7, 19.12, 1013.6806254
11-15 22:58:48, 7.027, 229.0, 19.12, 1013.67170638
11-15 22:59:21, 7.028, 228.8, 19.12, 1013.70666105
11-15 22:59:53, 7.026, 229.0, 19.13, 1013.64494874
11-15 23:00:25, 7.026, 228.8, 19.12, 1013.61427335
11-15 23:00:57, 7.025, 228.8, 19.11, 1013.58396015
11-15 23:01:29, 7.027, 229.0, 19.12, 1013.57931951
11-15 23:02:02, 7.026, 228.9, 19.12, 1013.61891386
11-15 23:02:34, 7.028, 229.0, 19.1, 1013.60610954
11-15 23:03:06, 7.027, 228.7, 19.1, 1013.54012063
11-15 23:03:38, 7.025, 229.0, 19.11, 1013.60179851
11-15 23:04:10, 7.027, 228.7, 19.1, 1013.60183069
